"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSAMXG00000018410",326.772588129012,-1.1005716671672,0.166982204668601,-6.59095182837856,4.37015677387067e-11,3.30222431899461e-09
"ENSAMXG00000018498",9.7288543342225,-3.10261738871033,0.869191034393898,-3.56954600995608,0.00035760041005098,0.00403956018761292
"ENSAMXG00000018520",9.31031369512427,-2.49295482309774,0.849389475412372,-2.93499612988191,0.00333551848136805,0.0242012640678846
"ENSAMXG00000018578",280.789122797136,-1.61124372593338,0.317253476147714,-5.07872678180892,3.79972680477365e-07,1.15262960488387e-05
"ENSAMXG00000018699",59.8051442173769,-1.26256189737052,0.292896861080009,-4.3106023489464,1.62810451234317e-05,0.000305497239312714
"ENSAMXG00000018751",764.27696254019,-1.03531216592346,0.0919791335618701,-11.2559460589728,2.16490414512665e-29,1.13488334482811e-26
"ENSAMXG00000018926",37.365550083299,-1.5375416055336,0.567878570380338,-2.70751827191477,0.00677883391040049,0.041456412266485
"ENSAMXG00000018935",48.5134259324344,-1.40402635625136,0.308802092589588,-4.54668666419104,5.44970373975476e-06,0.000117053495818676
"ENSAMXG00000018945",9.15069629697468,-4.39546098804487,1.21756462003259,-3.61004329111274,0.000306145905216248,0.00356638719444622
"ENSAMXG00000019087",40.5922749732858,-1.18436888488268,0.353419332020704,-3.35117175993446,0.000804703740722791,0.00771366014321418
"ENSAMXG00000019095",22.5588544873246,-1.7202812248944,0.507283579846653,-3.39116283916468,0.000695967365290923,0.00686352295870384
"ENSAMXG00000019415",225.668353107017,-1.52644304395869,0.238672209975092,-6.39556253372772,1.59957360340335e-10,1.0647955236941e-08
"ENSAMXG00000019513",15.3054313082652,-1.62378898381703,0.534449701589801,-3.03824471973102,0.00237960624591495,0.0185233850465073
"ENSAMXG00000019838",21.8038739492627,-2.60458365445637,0.651421499507866,-3.99830778754473,6.37969581992618e-05,0.000972019958031441
"ENSAMXG00000020094",180.225294063508,-3.5894011552451,0.333432884302645,-10.7649884706247,5.03678586892048e-27,2.16646366541387e-24
"ENSAMXG00000020448",24.5449942096122,-1.59663971392273,0.523120503884004,-3.05214515980197,0.00227212193191762,0.0178440287490253
"ENSAMXG00000020655",28.1311896416339,-1.26881723459026,0.473840275568339,-2.67773192784932,0.00741225158180315,0.0443123735868666
"ENSAMXG00000020678",20.6147820959373,-6.51432733944406,2.06871460116639,-3.14897344262526,0.00163845084345206,0.0137150762968604
"ENSAMXG00000020803",278.168853064118,-1.12664478927511,0.215147913607888,-5.23660569318115,1.63556596646199e-07,5.47637107532932e-06
"ENSAMXG00000020860",22.5704265998586,-1.85834027308206,0.469993412052455,-3.95397089709558,7.68647630212974e-05,0.00113006695852959
"ENSAMXG00000020866",12.3750590771941,-3.21921223303897,1.21654170768702,-2.64619964338056,0.00814017586746314,0.0474301667859306
"ENSAMXG00000021015",18.3342468460539,-4.06207605520837,1.03272304084899,-3.93336441091599,8.37650982127718e-05,0.00121764256717439
"ENSAMXG00000021545",1824.08823092709,-1.08834455839481,0.201821877408441,-5.39259951582081,6.94456157090966e-08,2.5380178725928e-06
"ENSAMXG00000021643",281.383068087838,-1.99601249014506,0.32271817441857,-6.18500180146721,6.21017607014781e-10,3.62156389900412e-08
"ENSAMXG00000021659",2.80031596157025,-4.59110478809934,1.59277437934868,-2.88245770877903,0.00394586100157612,0.0274427107385735
"ENSAMXG00000024263",57.8797824033035,-1.19272087857085,0.357976320308217,-3.33184294856129,0.000862729281153789,0.00816720298609188
"ENSAMXG00000024297",180.237694782976,-1.16740711936901,0.181807740279066,-6.4211079109014,1.35286079608238e-10,9.2847511696761e-09
"ENSAMXG00000024302",70.0399518516236,-1.51297297760815,0.327170258511497,-4.62442088865784,3.75646418870153e-06,8.35738551266155e-05
"ENSAMXG00000024636",243.871063368454,-1.33300255313018,0.150766823317815,-8.84148464360908,9.4454990254115e-19,1.88628864465807e-16
"ENSAMXG00000024703",14.9416404921033,-1.97103614560187,0.722812377716328,-2.7268987172428,0.00639326597522243,0.0395016709887132
"ENSAMXG00000024729",41.6831196515015,-1.16569591429191,0.354144098971267,-3.2915864408812,0.000996239949571679,0.00917229701101258
"ENSAMXG00000024941",25.5187908482146,-1.92630820352115,0.580301730925183,-3.31949415427386,0.000901806928255676,0.00843244772658248
"ENSAMXG00000025101",13.3931523080426,-1.90109903176733,0.624250122541277,-3.04541234854403,0.0023236149601627,0.0181718605858878
"ENSAMXG00000025385",264.050923914621,-1.20574793941492,0.190907619680472,-6.31587121264735,2.6864370480814e-10,1.70700687430172e-08
"ENSAMXG00000025400",35.2411204086879,-1.07153555928257,0.362543501035031,-2.95560548244123,0.00312055969743044,0.0228491440089025
"ENSAMXG00000025421",11.0933770916165,-3.7080521696714,0.939237768439274,-3.94793767272908,7.88273191925097e-05,0.00115496772506342
"ENSAMXG00000025791",79.2555469184098,-1.52528199376952,0.282017650163796,-5.40846288480041,6.35679570214912e-08,2.35397797614766e-06
"ENSAMXG00000025900",16.0817399912854,-1.94379834456719,0.56812171446795,-3.42144701578177,0.000622888604497358,0.00627555350461171
"ENSAMXG00000025924",13.7338500322249,-2.17844506680737,0.727768318995046,-2.99332220151534,0.00275958246515613,0.0207773769537676
"ENSAMXG00000026287",4.04058703318924,-4.11966576903071,1.44944216895012,-2.84224224828144,0.00447974381550189,0.0301786607092718
